"","city","gender"
"3367","Aldershot","U"
"3368","Stoke","U"
"3369","London","F"
"3370","London","F"
"3371","Southend","F"
"3372","Bradford","F"
"3373","Gloucester","F"
"3374","Doncaster","F"
"3375","Swansea","F"
"3376","Stoke","F"
"3377","Middlesbrough","F"
"3378","Reading","F"
"3379","Blackburn","U"
"3380","Leicester","U"
"3381","Liverpool","F"
"3382","Mansfield","F"
"3383","Wakefield","F"
"3384","Swindon","F"
"3385","Newcastle","F"
"3386","Newport","F"
"3387","Mansfield","U"
"3388","Chatham","F"
"3389","Glasgow","M"
"3390","Chatham","U"
"3391","Liverpool","F"
"3392","Wakefield","F"
"3393","National Average","F"
"3394","Sunderland","F"
"3395","Dundee","F"
"3396","Dundee","F"
"3397","Birkenhead","F"
"3398","Bristol","F"
"3399","Bristol","F"
"3400","Mansfield","F"
"3401","Cambridge","F"
"3402","Portsmouth","F"
"3403","Liverpool","U"
"3404","Newcastle","F"
"3405","Bradford","U"
"3406","Coventry","F"
"3407","Ipswich","F"
"3408","Northampton","F"
"3409","Reading","F"
"3410","Milton Keynes","F"
"3411","Manchester","F"
"3412","Chatham","U"
"3413","Reading","F"
"3414","Telford","F"
"3415","","F"
"3416","Hull","U"
"3417","Gloucester","F"
"3418","Leeds","F"
"3419","Edinburgh","M"
"3420","Basildon","M"
"3421","Preston","F"
"3422","Chatham","F"
"3423","Oxford","F"
"3424","Aldershot","U"
"3425","Edinburgh","M"
"3426","Edinburgh","F"
"3427","Southend","F"
"3428","Sheffield","F"
"3429","London","U"
"3430","Southend","F"
"3431","Southend","F"
"3432","Liverpool","F"
"3433","Cardiff","F"
"3434","Blackpool","F"
"3435","Southampton","U"
"3436","Preston","U"
"3437","Sheffield","F"
"3438","Birmingham","M"
"3439","Birmingham","F"
"3440","Gloucester","F"
"3441","","F"
"3442","Bradford","F"
"3443","Preston","M"
"3444","Belfast","F"
"3445","Swansea","F"
"3446","Coventry","F"
"3447","Coventry","F"
"3448","Swansea","F"
"3449","Liverpool","U"
"3450","Bradford","F"
"3451","Belfast","F"
"3452","Aberdeen","U"
"3453","Burnley","F"
"3454","Mansfield","F"
"3455","Birkenhead","M"
"3456","Newcastle","F"
"3457","Sunderland","F"
"3458","Newport","F"
"3459","Middlesbrough","F"
"3460","Aldershot","F"
"3461","","F"
"3462","Portsmouth","F"
"3463","Slough","F"
"3464","Telford","U"
"3465","Exeter","F"
"3466","Liverpool","F"
"3467","Swansea","F"
"3468","Huddersfield","F"
"3469","Basildon","F"
"3470","Swindon","F"
"3471","Exeter","F"
"3472","Sunderland","F"
"3473","Cambridge","F"
"3474","Ipswich","U"
"3475","Mansfield","F"
"3476","Telford","F"
"3477","London","F"
"3478","Cardiff","F"
"3479","Exeter","U"
"3480","Southend","F"
"3481","Edinburgh","U"
"3482","Liverpool","F"
"3483","Derby","F"
"3484","Northampton","F"
"3485","Reading","F"
"3486","Ipswich","F"
"3487","Derby","F"
"3488","Cambridge","F"
"3489","Belfast","F"
"3490","Reading","F"
"3491","Manchester","F"
"3492","Middlesbrough","U"
"3493","Reading","F"
"3494","Reading","M"
"3495","Middlesbrough","F"
"3496","Belfast","F"
"3497","Exeter","F"
"3498","Blackpool","U"
"3499","National Average","U"
"3500","Milton Keynes","U"
"3501","Liverpool","U"
"3502","Bradford","F"
"3503","Basildon","F"
"3504","Birmingham","M"
"3505","Doncaster","F"
"3506","Exeter","F"
"3507","Middlesbrough","U"
"3508","Mansfield","F"
"3509","Crawley","F"
"3510","Swansea","F"
"3511","Coventry","F"
"3512","Leeds","F"
"3513","Plymouth","F"
"3514","Sunderland","U"
"3515","Coventry","U"
"3516","Milton Keynes","F"
"3517","Sheffield","U"
"3518","Telford","F"
"3519","Middlesbrough","F"
"3520","Liverpool","F"
"3521","Birmingham","F"
"3522","Plymouth","F"
"3523","Burnley","F"
"3524","National Average","F"
"3525","Brighton","F"
"3526","Plymouth","F"
"3527","Wakefield","U"
"3528","Norwich","U"
"3529","Blackpool","U"
"3530","Southend","U"
"3531","Edinburgh","F"
"3532","Glasgow","M"
"3533","Belfast","F"
"3534","Nottingham","U"
"3535","Mansfield","U"
"3536","Nottingham","U"
"3537","Preston","U"
"3538","Barnsley","F"
"3539","Aberdeen","F"
"3540","Southend","F"
"3541","Newport","F"
"3542","Coventry","F"
"3543","Middlesbrough","U"
"3544","Blackpool","F"
"3545","Oxford","F"
"3546","Dundee","F"
"3547","Telford","U"
"3548","Swansea","F"
"3549","Brighton","F"
"3550","Bristol","F"
"3551","Wakefield","F"
"3552","Coventry","F"
"3553","Mansfield","F"
"3554","Bradford","F"
"3555","Cambridge","F"
"3556","Leeds","F"
"3557","Newcastle","F"
"3558","Dundee","M"
"3559","Oxford","M"
"3560","Norwich","F"
"3561","Peterborough","F"
"3562","Cardiff","M"
"3563","Liverpool","F"
"3564","Sheffield","F"
"3565","Belfast","F"
"3566","Doncaster","F"
"3567","Blackburn","F"
"3568","Telford","F"
"3569","Birkenhead","F"
"3570","Bournemouth","U"
"3571","Nottingham","F"
"3572","Liverpool","F"
"3573","Bristol","F"
"3574","Derby","U"
"3575","Dundee","F"
"3576","Cardiff","U"
"3577","Aberdeen","F"
"3578","Plymouth","F"
"3579","","U"
"3580","Newcastle","F"
"3581","Manchester","U"
"3582","Dundee","F"
"3583","Aldershot","F"
"3584","Norwich","F"
"3585","Gloucester","F"
"3586","Peterborough","F"
"3587","Belfast","U"
"3588","Plymouth","U"
"3589","Plymouth","F"
"3590","Telford","F"
"3591","Bournemouth","F"
"3592","Slough","F"
"3593","Preston","U"
"3594","Newport","F"
"3595","Swindon","F"
"3596","Blackburn","F"
"3597","Plymouth","M"
"3598","Coventry","F"
"3599","Birkenhead","F"
"3600","Bradford","F"
"3601","Telford","F"
"3602","Sheffield","U"
"3603","Nottingham","F"
"3604","Stoke","U"
"3605","Blackpool","F"
"3606","Plymouth","U"
"3607","Wakefield","U"
"3608","Slough","F"
"3609","Blackburn","F"
"3610","Bristol","F"
"3611","Exeter","F"
"3612","Aberdeen","U"
"3613","Northampton","M"
"3614","Edinburgh","F"
"3615","Aldershot","F"
"3616","Aldershot","F"
"3617","Nottingham","F"
"3618","Southampton","F"
"3619","Newport","U"
"3620","Barnsley","F"
"3621","Portsmouth","M"
"3622","Glasgow","U"
"3623","Bradford","F"
"3624","Cambridge","U"
"3625","Birmingham","U"
"3626","Newport","F"
"3627","Middlesbrough","F"
"3628","Swansea","U"
"3629","Edinburgh","U"
"3630","Reading","F"
"3631","Newcastle","F"
"3632","Coventry","F"
"3633","Telford","U"
"3634","Huddersfield","F"
"3635","Swindon","F"
"3636","Doncaster","F"
"3637","Slough","F"
"3638","Cambridge","F"
"3639","Newport","F"
"3640","Warrington","F"
"3641","Crawley","F"
"3642","Exeter","F"
"3643","Slough","U"
"3644","Telford","F"
"3645","","F"
"3646","Bristol","F"
"3647","Burnley","F"
"3648","Northampton","F"
"3649","Slough","F"
"3650","","F"
"3651","Nottingham","F"
"3652","Portsmouth","F"
"3653","Slough","F"
"3654","Oxford","F"
"3655","London","U"
"3656","Belfast","F"
"3657","Sheffield","F"
"3658","Sheffield","F"
"3659","Birmingham","F"
"3660","Swansea","F"
"3661","Slough","M"
"3662","Dundee","M"
"3663","Northampton","U"
"3664","Burnley","F"
"3665","Middlesbrough","F"
"3666","Burnley","F"
"3667","Norwich","F"
"3668","Leicester","F"
"3669","Barnsley","F"
"3670","","F"
"3671","Ipswich","F"
"3672","Telford","U"
"3673","Middlesbrough","F"
"3674","Crawley","F"
"3675","Birkenhead","U"
"3676","Edinburgh","F"
"3677","Southend","F"
"3678","Birkenhead","F"
"3679","Wakefield","F"
"3680","Nottingham","U"
"3681","Swindon","F"
"3682","Milton Keynes","F"
"3683","Sunderland","M"
"3684","Hull","F"
"3685","Nottingham","F"
"3686","Newport","U"
"3687","Manchester","F"
"3688","Birkenhead","U"
"3689","Newport","F"
"3690","Leeds","F"
"3691","Peterborough","F"
"3692","Birkenhead","F"
"3693","Bradford","U"
"3694","Liverpool","F"
"3695","Oxford","F"
"3696","Milton Keynes","F"
"3697","Chatham","F"
"3698","Cambridge","F"
"3699","Exeter","M"
"3700","Cambridge","F"
"3701","Norwich","F"
"3702","Exeter","F"
"3703","Basildon","U"
"3704","Aldershot","F"
"3705","Birkenhead","F"
"3706","Slough","F"
"3707","Northampton","M"
"3708","Telford","F"
"3709","Chatham","F"
"3710","Barnsley","F"
"3711","Mansfield","F"
"3712","Swansea","F"
"3713","Oxford","M"
"3714","Milton Keynes","F"
"3715","Leeds","F"
"3716","Warrington","F"
"3717","Sunderland","F"
"3718","Northampton","F"
"3719","Hull","U"
"3720","Burnley","U"
"3721","Aberdeen","F"
"3722","Reading","F"
"3723","Coventry","F"
"3724","Coventry","F"
"3725","Aldershot","F"
"3726","Barnsley","M"
"3727","Leeds","F"
"3728","Ipswich","F"
"3729","Leicester","F"
"3730","Belfast","F"
"3731","Newport","F"
"3732","Aldershot","M"
"3733","Newport","F"
"3734","Blackburn","F"
"3735","National Average","F"
"3736","Ipswich","M"
"3737","London","M"
"3738","","F"
"3739","Norwich","U"
"3740","Wakefield","M"
"3741","Dundee","U"
"3742","Coventry","F"
"3743","Coventry","M"
"3744","Milton Keynes","F"
"3745","Edinburgh","F"
"3746","Basildon","F"
"3747","Exeter","F"
"3748","Cambridge","M"
"3749","","F"
"3750","Nottingham","F"
"3751","Birkenhead","F"
"3752","Northampton","F"
"3753","Newcastle","F"
"3754","Southampton","F"
"3755","Oxford","U"
"3756","Aberdeen","F"
"3757","Cardiff","M"
"3758","","F"
"3759","Southampton","F"
"3760","Bournemouth","F"
"3761","Exeter","M"
"3762","Mansfield","F"
"3763","Leicester","F"
"3764","Crawley","F"
"3765","London","F"
"3766","Telford","U"
"3767","Telford","F"
"3768","Burnley","F"
"3769","Doncaster","U"
"3770","Slough","F"
"3771","Edinburgh","F"
"3772","Milton Keynes","U"
"3773","London","F"
"3774","Dundee","F"
"3775","Peterborough","F"
"3776","Liverpool","U"
"3777","Leeds","M"
"3778","Southend","F"
"3779","Plymouth","F"
"3780","Slough","F"
"3781","Sheffield","F"
"3782","Bradford","U"
"3783","Sheffield","F"
"3784","Telford","M"
"3785","Southampton","F"
"3786","London","F"
"3787","Belfast","M"
"3788","Chatham","U"
"3789","Basildon","M"
"3790","Barnsley","F"
"3791","Burnley","U"
"3792","Mansfield","F"
"3793","Sheffield","U"
"3794","Mansfield","F"
"3795","Glasgow","F"
"3796","Middlesbrough","F"
"3797","Bradford","F"
"3798","Milton Keynes","U"
"3799","Middlesbrough","F"
"3800","Newcastle","F"
"3801","Sunderland","U"
"3802","Leeds","F"
"3803","Aberdeen","F"
"3804","Doncaster","F"
"3805","Leeds","F"
"3806","Liverpool","U"
"3807","Norwich","F"
"3808","Blackburn","F"
"3809","Milton Keynes","F"
"3810","Hull","U"
"3811","Portsmouth","F"
"3812","Birkenhead","F"
"3813","Brighton","U"
"3814","Mansfield","M"
"3815","Bristol","F"
"3816","Hull","F"
"3817","Portsmouth","M"
"3818","Reading","M"
"3819","Burnley","U"
"3820","Gloucester","U"
"3821","Ipswich","F"
"3822","Leicester","F"
"3823","Swansea","F"
"3824","Blackpool","F"
"3825","Doncaster","F"
"3826","Swindon","F"
"3827","Peterborough","F"
"3828","Leicester","M"
"3829","Telford","F"
"3830","Birmingham","M"
"3831","Aberdeen","F"
"3832","Slough","F"
"3833","Aberdeen","F"
"3834","Wakefield","M"
"3835","Norwich","F"
"3836","Burnley","F"
"3837","Middlesbrough","U"
"3838","Belfast","U"
"3839","Sheffield","F"
"3840","Telford","U"
"3841","Dundee","U"
"3842","Manchester","F"
"3843","Wakefield","F"
"3844","Manchester","F"
"3845","Cardiff","U"
"3846","Crawley","F"
"3847","Stoke","F"
"3848","Newport","F"
"3849","Exeter","F"
"3850","Chatham","F"
"3851","Gloucester","F"
"3852","Glasgow","F"
"3853","Bradford","F"
"3854","Edinburgh","F"
"3855","Blackburn","F"
"3856","Cardiff","U"
"3857","Hull","F"
"3858","Portsmouth","F"
"3859","Newcastle","U"
"3860","Leicester","F"
"3861","Dundee","U"
"3862","Sheffield","F"
"3863","Leicester","F"
"3864","Coventry","F"
"3865","Crawley","F"
"3866","Leeds","F"
"3867","Hull","F"
"3868","Portsmouth","F"
"3869","Stoke","M"
"3870","Newport","U"
"3871","Preston","F"
"3872","Swindon","U"
"3873","Birmingham","F"
"3874","Belfast","U"
"3875","Aberdeen","F"
"3876","Burnley","F"
"3877","Plymouth","M"
"3878","Cambridge","U"
"3879","London","F"
"3880","Aberdeen","F"
"3881","Leicester","U"
"3882","Aldershot","F"
"3883","Burnley","F"
"3884","Burnley","F"
"3885","Burnley","F"
"3886","Aldershot","U"
"3887","Manchester","F"
"3888","Milton Keynes","F"
"3889","Birkenhead","M"
"3890","Cardiff","U"
"3891","Birmingham","M"
"3892","Southend","F"
"3893","Newcastle","M"
"3894","Peterborough","F"
"3895","Southampton","U"
"3896","Brighton","F"
"3897","Newcastle","F"
"3898","Peterborough","F"
"3899","Barnsley","F"
"3900","Coventry","F"
"3901","Plymouth","F"
"3902","Liverpool","U"
"3903","Southend","F"
"3904","Aldershot","U"
"3905","Southend","M"
"3906","Bristol","F"
"3907","","F"
"3908","London","F"
"3909","Bristol","F"
"3910","Gloucester","F"
"3911","London","F"
"3912","Brighton","M"
"3913","Dundee","U"
"3914","Peterborough","M"
"3915","Southampton","U"
"3916","Peterborough","F"
"3917","Hull","F"
"3918","Leeds","F"
"3919","Southampton","F"
"3920","Aldershot","F"
"3921","Nottingham","U"
"3922","Belfast","F"
"3923","Bradford","F"
"3924","Sunderland","F"
"3925","Bradford","F"
"3926","Doncaster","F"
"3927","Belfast","M"
"3928","Cardiff","F"
"3929","Aldershot","F"
"3930","Stoke","F"
"3931","Leicester","U"
"3932","Oxford","F"
"3933","Milton Keynes","F"
"3934","Swindon","M"
"3935","Birmingham","F"
"3936","Southend","F"
"3937","Leicester","F"
"3938","Portsmouth","F"
"3939","Reading","F"
"3940","Preston","F"
"3941","Cambridge","F"
"3942","Belfast","F"
"3943","","U"
"3944","Southampton","F"
"3945","Newcastle","F"
"3946","Glasgow","F"
"3947","Reading","F"
"3948","London","U"
"3949","Belfast","F"
"3950","Oxford","F"
"3951","Liverpool","F"
"3952","Exeter","F"
"3953","London","F"
"3954","Wakefield","F"
"3955","Coventry","U"
"3956","National Average","U"
"3957","Crawley","F"
"3958","Southampton","U"
"3959","Sheffield","F"
"3960","Doncaster","U"
"3961","Burnley","F"
"3962","Swindon","U"
"3963","Plymouth","U"
"3964","Leicester","M"
"3965","Belfast","F"
"3966","Bradford","F"
"3967","Exeter","F"
"3968","Belfast","F"
"3969","Crawley","F"
"3970","Sheffield","F"
"3971","Wakefield","U"
"3972","Ipswich","F"
"3973","Sheffield","F"
"3974","Middlesbrough","U"
"3975","Milton Keynes","F"
"3976","Nottingham","F"
"3977","Preston","F"
"3978","Slough","F"
"3979","Blackpool","U"
"3980","Doncaster","F"
"3981","Liverpool","F"
"3982","Aberdeen","U"
"3983","Birkenhead","U"
"3984","Dundee","F"
"3985","Derby","U"
"3986","Brighton","F"
"3987","Oxford","F"
"3988","Wakefield","F"
"3989","Ipswich","F"
"3990","Middlesbrough","F"
"3991","Coventry","F"
"3992","Mansfield","M"
"3993","Doncaster","F"
"3994","Leeds","F"
"3995","Southampton","F"
"3996","Slough","U"
"3997","Cardiff","U"
"3998","Dundee","F"
"3999","Nottingham","U"
"4000","Oxford","F"
"4001","Gloucester","F"
"4002","Southend","F"
"4003","Belfast","F"
"4004","Slough","M"
"4005","Glasgow","F"
"4006","Preston","M"
"4007","Bradford","F"
"4008","Derby","F"
"4009","Plymouth","U"
"4010","Manchester","M"
"4011","Southampton","U"
"4012","Blackburn","U"
"4013","Preston","F"
"4014","Burnley","U"
"4015","Burnley","F"
"4016","Cambridge","F"
"4017","Newcastle","U"
"4018","Blackburn","F"
"4019","Blackburn","F"
"4020","Liverpool","U"
"4021","Aldershot","F"
"4022","National Average","F"
"4023","Hull","U"
"4024","Cardiff","U"
"4025","Blackpool","M"
"4026","Blackpool","F"
"4027","Aberdeen","U"
"4028","Edinburgh","M"
"4029","Southampton","M"
"4030","Burnley","U"
"4031","Newcastle","F"
"4032","Bournemouth","F"
"4033","Plymouth","F"
"4034","Southampton","M"
"4035","Southend","U"
"4036","Swindon","F"
"4037","Exeter","F"
"4038","Belfast","F"
"4039","Norwich","F"
"4040","Belfast","M"
"4041","Wakefield","F"
"4042","Southampton","U"
"4043","Southend","M"
"4044","National Average","F"
"4045","Peterborough","U"
"4046","Doncaster","F"
"4047","Reading","F"
"4048","Swindon","F"
"4049","Ipswich","F"
"4050","Peterborough","M"
"4051","Cambridge","M"
"4052","Peterborough","U"
"4053","Burnley","F"
"4054","Oxford","F"
"4055","Glasgow","U"
"4056","Milton Keynes","M"
"4057","Leicester","U"
"4058","Cardiff","U"
"4059","Glasgow","F"
"4060","Preston","F"
"4061","London","F"
"4062","Wakefield","U"
"4063","Edinburgh","F"
"4064","Northampton","F"
"4065","Glasgow","F"
"4066","Leeds","U"
"4067","Belfast","F"
"4068","Southampton","F"
"4069","Aberdeen","M"
"4070","Mansfield","F"
"4071","Aberdeen","F"
"4072","Dundee","U"
"4073","Liverpool","U"
"4074","Liverpool","F"
"4075","London","F"
"4076","Chatham","F"
"4077","Crawley","F"
"4078","Sunderland","F"
"4079","Swindon","F"
"4080","Leeds","F"
"4081","Chatham","F"
"4082","National Average","F"
"4083","Milton Keynes","F"
"4084","Cardiff","F"
"4085","Crawley","F"
"4086","Cardiff","M"
"4087","Birkenhead","F"
"4088","Birkenhead","F"
"4089","Doncaster","F"
"4090","Chatham","F"
"4091","Cambridge","F"
"4092","Gloucester","F"
"4093","Liverpool","U"
"4094","Bradford","F"
"4095","Wigan","F"
"4096","Newcastle","U"
"4097","Southampton","U"
"4098","Burnley","F"
"4099","Glasgow","U"
"4100","Reading","U"
"4101","Aberdeen","M"
"4102","Basildon","U"
"4103","Sheffield","F"
"4104","Plymouth","F"
"4105","Swindon","F"
"4106","Swansea","F"
"4107","Leicester","F"
"4108","Aldershot","F"
"4109","","F"
"4110","Peterborough","F"
"4111","","M"
"4112","Leeds","F"
"4113","Slough","F"
"4114","Swindon","U"
"4115","Liverpool","F"
"4116","Slough","U"
"4117","Brighton","F"
"4118","Barnsley","U"
"4119","Blackburn","M"
"4120","Bournemouth","U"
"4121","Barnsley","F"
"4122","Oxford","F"
"4123","Birkenhead","F"
"4124","Basildon","F"
"4125","Milton Keynes","F"
"4126","Preston","F"
"4127","Norwich","F"
"4128","Plymouth","F"
"4129","Sunderland","F"
"4130","Peterborough","U"
"4131","Mansfield","F"
"4132","Crawley","U"
"4133","Cambridge","F"
"4134","Dundee","U"
"4135","Sheffield","U"
"4136","Milton Keynes","F"
"4137","Aberdeen","F"
"4138","Chatham","F"
"4139","Sheffield","F"
"4140","Preston","F"
"4141","Stoke","F"
"4142","Birkenhead","U"
"4143","Ipswich","F"
"4144","Swindon","F"
"4145","Blackburn","F"
"4146","Southend","F"
"4147","Crawley","F"
"4148","Nottingham","U"
"4149","Birmingham","U"
"4150","","M"
"4151","Blackpool","M"
"4152","Stoke","F"
"4153","Mansfield","M"
"4154","Barnsley","F"
"4155","Swindon","F"
"4156","Glasgow","F"
"4157","Dundee","U"
"4158","Derby","F"
"4159","Swansea","M"
"4160","Stoke","F"
"4161","Crawley","F"
"4162","Leeds","F"
"4163","Blackburn","F"
"4164","London","U"
"4165","Gloucester","F"
"4166","Barnsley","U"
"4167","Leicester","F"
"4168","Doncaster","U"
"4169","Newcastle","F"
"4170","Bradford","F"
"4171","Sheffield","U"
"4172","Bradford","F"
"4173","Mansfield","U"
"4174","Edinburgh","F"
"4175","Leicester","U"
"4176","Brighton","U"
"4177","Birmingham","F"
"4178","Doncaster","F"
"4179","Derby","F"
"4180","Oxford","U"
"4181","Ipswich","F"
"4182","Manchester","F"
"4183","National Average","U"
"4184","Hull","U"
"4185","Middlesbrough","F"
"4186","Bristol","U"
"4187","Leeds","F"
"4188","Cardiff","F"
"4189","Birmingham","F"
"4190","Gloucester","F"
"4191","","U"
"4192","Swansea","F"
"4193","National Average","F"
"4194","Aldershot","F"
"4195","Basildon","M"
"4196","Swansea","U"
"4197","Portsmouth","F"
"4198","Dundee","F"
"4199","Cambridge","F"
"4200","Burnley","F"
"4201","Nottingham","U"
"4202","Chatham","F"
"4203","Worthing","U"
"4204","Mansfield","F"
"4205","Peterborough","U"
"4206","Telford","F"
"4207","Manchester","F"
"4208","Manchester","F"
"4209","Reading","M"
"4210","Basildon","M"
"4211","Blackburn","F"
"4212","Bradford","U"
"4213","Milton Keynes","F"
"4214","Manchester","F"
"4215","","U"
"4216","Blackburn","F"
"4217","Cardiff","M"
"4218","Leeds","F"
"4219","Edinburgh","F"
"4220","Hull","F"
"4221","Huddersfield","F"
"4222","Stoke","F"
"4223","London","U"
"4224","Newport","F"
"4225","Nottingham","F"
"4226","Milton Keynes","F"
"4227","Sunderland","F"
"4228","Swindon","F"
"4229","Telford","F"
"4230","Leeds","F"
"4231","Sheffield","F"
"4232","Sheffield","F"
"4233","Coventry","M"
"4234","Telford","F"
"4235","Leicester","M"
"4236","Cambridge","F"
"4237","Coventry","F"
"4238","London","F"
"4239","Middlesbrough","F"
"4240","Basildon","F"
"4241","Swansea","F"
"4242","Slough","F"
"4243","Doncaster","F"
"4244","Northampton","F"
"4245","Reading","F"
"4246","Milton Keynes","U"
"4247","Barnsley","M"
"4248","Belfast","U"
"4249","Manchester","F"
"4250","Sheffield","F"
"4251","Brighton","F"
"4252","Birkenhead","F"
"4253","Reading","U"
"4254","Reading","F"
"4255","Portsmouth","F"
"4256","Milton Keynes","U"
"4257","National Average","F"
"4258","Edinburgh","F"
"4259","Southend","U"
"4260","Norwich","F"
"4261","Doncaster","M"
"4262","Preston","F"
